laptop_ID,Company,Product
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce
776,Dell,Inspiron 7559
777,Samsung,Notebook 9
778,Acer,Aspire A315-31
779,Dell,Inspiron 5567
780,Samsung,Notebook 9
781,Toshiba,Tecra A40-C-1E5
782,Dell,Inspiron 7567
783,HP,EliteBook 820
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce
785,Lenovo,Thinkpad P50
786,Acer,Swift 3
787,Razer,Blade Pro
788,Asus,Vivobook Max
789,Dell,Alienware 17
790,Asus,Rog G752VS-BA171T
791,Toshiba,Tecra Z40-C-161
792,Lenovo,IdeaPad 110-15IBR
793,Lenovo,ThinkPad T470s
794,MSI,GS43VR 7RE
795,MSI,GL62M (i5-7300HQ/8GB/1TB
796,Lenovo,Legion Y520-15IKBN
797,Acer,Predator G9-793
798,Dell,Inspiron 7567
799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB
800,Vero,K146 (N3350/4GB/32GB/W10)
801,Lenovo,ThinkPad Yoga
802,Lenovo,Yoga 510-15IKB
803,Apple,"MacBook 12"""
804,Lenovo,ThinkPad X1
805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10)
806,Dell,Latitude 3580
807,Lenovo,Yoga 910-13IKB
808,Dell,Vostro 5568
809,HP,ZBook 17
810,Asus,Pro P2540UA-XS51
811,Dell,XPS 13
812,Dell,XPS 15
813,Dell,Latitude 3180
814,HP,EliteBook 820
815,Toshiba,Satellite Pro
816,HP,15-ba043na (A12-9700P/8GB/2TB/W10)
817,Dell,Inspiron 7567
818,Lenovo,IdeaPad 310-15IKB
819,HP,Omen 17-an012dx
820,MSI,GE72MVR 7RG
821,Samsung,Notebook 9
822,Dell,Vostro 5568
823,Dell,Vostro 3568
824,Lenovo,Thinkpad T470s
825,Razer,Blade Stealth
826,HP,Chromebook 11
827,Dell,Alienware 17
828,Dell,Latitude 3480
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10)
830,Toshiba,Tecra X40-D-10Z
831,Lenovo,Thinkpad X1
832,MSI,GL62M 7RD
833,Lenovo,ThinkPad X1
834,Toshiba,Satellite Pro
835,Asus,ZenBook Flip
836,Dell,Latitude 3480
837,Acer,Chromebook 11
838,Acer,Swift 3
839,Razer,Blade Pro
840,Lenovo,Thinkpad X1
841,Asus,VivoBook Max
842,Lenovo,Thinkpad T460
843,Lenovo,ThinkPad T470s
844,Dell,Alienware 15
845,Asus,Rog GL702VS-BA023T
846,Toshiba,Satellite Pro
847,Lenovo,N42-20 Chromebook
848,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10)
849,Asus,Rog GL702VM-GC017T
851,Dell,Alienware 17
852,HP,ProBook 470
853,Dell,Vostro 3568
854,HP,EliteBook 840
855,Dell,Vostro 3568
856,HP,Chromebook X360
857,Asus,ZenBook UX310UQ-GL026T
858,HP,EliteBook x360
859,HP,EliteBook 840
860,HP,250 G6
862,Asus,Rog GL502VM-DS74
863,Dell,Inspiron 5767
864,Lenovo,ThinkPad T470p
865,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce
866,Dell,Latitude 5580
867,Asus,X541NA (N4200/4GB/1TB/W10)
868,HP,EliteBook x360
869,Dell,Inspiron 5368
870,Lenovo,IdeaPad 110-15ISK
871,Lenovo,ThinkPad E570
872,HP,EliteBook 850
873,Toshiba,Portege X30-D-10X
874,Lenovo,Legion Y520-15IKBN
875,Dell,XPS 13
876,HP,Probook 450
877,Toshiba,Portégé Z30-C-188
878,Lenovo,ThinkPad Yoga
879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10)
880,Dell,Precision 3520
881,Lenovo,ThinkPad L570
882,Lenovo,IdeaPad 110-15ISK
883,Toshiba,Tecra A50-D-11D
884,Lenovo,Thinkpad 13
885,Samsung,Notebook 9
886,Dell,Latitude 7280
887,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux)
888,Xiaomi,Mi Notebook
889,Dell,Vostro 5568
890,HP,ProBook 450
891,HP,EliteBook x360
892,HP,Pavilion x360
893,Asus,VivoBook L402NA
894,Lenovo,IdeaPad 510-15ISK
895,Dell,Inspiron 3552
896,HP,EliteBook x360
897,Dell,Vostro 3568
898,Asus,Rog GL753VD-GC082T
899,Acer,Chromebook C731-C78G
900,Lenovo,IdeaPad 110-17ACL
901,HP,Probook 640
902,HP,Envy x360
903,Samsung,Notebook 9
904,Lenovo,ThinkPad T470s
905,MSI,GS73VR Stealth
906,Toshiba,Portege X30-D-10V
908,Dell,Inspiron 7567
909,HP,ProBook 450
910,Dell,Vostro 3568
911,Dell,Latitude 5580
912,Dell,XPS 13
913,Asus,G701VO-IH74K (i7-6820HK/32GB/2x
914,Dell,XPS 13
915,Lenovo,ThinkPad X1
916,Lenovo,ThinkPad T570
917,LG,Gram 15Z970
918,HP,Elitebook 820
919,Acer,Chromebook CB5-571-C1DZ
920,Lenovo,IdeaPad Y700-15ISK
922,LG,Gram 14Z970
923,Dell,Latitude 5480
924,HP,Elitebook Folio
925,Lenovo,IdeaPad 510-15IKB
926,HP,ProBook 450
927,Acer,Aspire E5-575
928,Lenovo,ThinkPad 13
930,HP,Probook 430
931,MSI,GE72VR 6RF
932,Dell,Inspiron 7567
933,MSI,GL62M 7RD
934,Dell,Vostro 3568
935,HP,EliteBook 850
936,HP,Envy 13-AB077cl
937,Toshiba,Tecra Z50-C-140
938,Lenovo,ThinkPad Yoga
939,Dell,Latitude 3580
940,Lenovo,Thinkpad X270
941,HP,Probook 650
942,Dell,Vostro 3568
943,HP,ProBook 640
944,Lenovo,IdeaPad 320-15IAP
945,HP,EliteBook 820
946,HP,250 G6
947,Lenovo,Yoga 900-13ISK
948,Toshiba,Tecra Z40-C-12X
949,HP,EliteBook 820
950,Dell,Vostro 3568
951,MSI,GP62M Leopard
952,Dell,Latitude 7480
953,Dell,Alienware 17
954,HP,Omen 17-W006na
955,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce
956,Acer,TravelMate P259-G2
957,Toshiba,Tecra A50-C-1ZV
958,Lenovo,Yoga 700-11ISK
959,Lenovo,IdeaPad Y700-15ACZ
960,Dell,Latitude 7280
961,Lenovo,IdeaPad 310-15IKB
962,Dell,Insprion 5767
963,Acer,Chromebook 14
964,HP,ZBook Studio
965,Dell,Latitude 7480
966,Toshiba,Portege Z30-C-1CW
967,Asus,Chromebook Flip
968,Lenovo,Thinkpad T460
969,Dell,Alienware 17
970,Dell,XPS 13
971,HP,ProBook x360
972,Dell,XPS 13
973,Acer,Chromebook C738T-C2EJ
974,Toshiba,Portege Z30-C-16Z
975,Lenovo,ThinkPad X270
976,Acer,Aspire F5-573G-510L
977,Toshiba,Portege X20W-D-10V
978,HP,ProBook 450
979,Dell,Inspiron 3567
980,Dell,Latitude 5580
981,HP,ProBook 450
982,Dell,Alienware 17
983,Lenovo,IdeaPad 310-15IKB
984,Dell,XPS 13
985,Dell,Latitude E7470
986,Dell,Alienware 17
987,Toshiba,Tecra A40-C-1DF
988,Asus,Rog Strix
989,HP,Probook 450
990,Lenovo,ThinkPad T460
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB
992,HP,15-bs053od (i7-7500U/6GB/1TB/W10)
993,Asus,Rog GL753VE-DS74
994,Dell,Inspiron 7579
995,Toshiba,Portege Z30-C-1CV
996,Lenovo,IdeaPad 320-15ABR
997,Fujitsu,LifeBook A556
998,Toshiba,Tecra A40-C-1KF
999,Dell,Inspiron 3567
1000,HP,Probook 450
1001,Lenovo,Legion Y520-15IKBN
1002,Dell,Inspiron 5567
1003,Dell,Latitude 5480
1004,HP,EliteBook Folio
1005,HP,15-bs005nv (i3-6006U/4GB/1TB
1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No
1007,Lenovo,ThinkPad T560
1008,Dell,Inspiron 5378
1009,Asus,ZenBook UX310UA-FB485T
1010,HP,Spectre 13-V111dx
1011,Acer,Aspire ES1-533
1012,Asus,Rog GL553VE-DS74
1013,HP,EliteBook 840
1014,Acer,Nitro 5
1015,HP,ENVY -
1016,Dell,Vostro 3568
1017,HP,Probook 440
1018,Toshiba,Portege Z30-C-16H
1019,HP,EliteBook 840
1020,HP,ProBook 640
1021,HP,EliteBook 1040
1022,HP,ProBook 440
1023,HP,Probook 440
1024,Dell,Inspiron 7567
1025,HP,EliteBook 820
1026,HP,Elitebook 840
1027,HP,EliteBook 840
1028,HP,Probook 430
1029,Toshiba,Portege A30-C-1CZ
1030,HP,ProBook 450
1031,Lenovo,ThinkPad P70
1032,Toshiba,Tecra Z40-C-12Z
1033,HP,EliteBook 1040
1034,Dell,Inspiron 5568
1035,Toshiba,Portégé Z30-C-16K
1036,HP,Spectre 13-V100nv
1037,HP,ProBook 440
1038,Dell,Latitude E5570
1039,HP,Elitebook 820
1040,HP,ProBook 650
1041,HP,ProBook 640
1042,Dell,XPS 13
1043,HP,Probook 470
1044,HP,ProBook 440
1045,Acer,Aspire 3
1046,MSI,GL72M 7RDX
1047,HP,Probook 640
1048,HP,EliteBook 850
1049,HP,EliteBook 820
1050,HP,ProBook 450
1051,Toshiba,Tecra Z40-C-136
1052,Dell,Latitude E5570
1053,HP,ProBook 440
1054,Lenovo,Yoga 500-15ISK
1055,Vero,V142 (X5-Z8350/2GB/32GB/W10)
1056,Toshiba,Tecra A50-C-218
1057,Lenovo,Thinkpad L560
1058,HP,EliteBook 840
1059,HP,EliteBook 850
1060,HP,EliteBook 1040
1061,MSI,GT72S Dominator
1062,Lenovo,IdeaPad Y900-17ISK
1063,Asus,Chromebook C202SA
1064,Lenovo,ThinkPad X1
1065,HP,Noteb Pav
1066,Dell,Inspiron 5578
1067,HP,ProBook 450
1068,Dell,XPS 13
1069,HP,ProBook 650
1070,HP,250 G5
1071,Acer,Aspire ES1-523
1072,Dell,Inspiron 7378
1073,MSI,GT62VR 6RD
1074,HP,ProBook 450
1075,Asus,Rog G752VL-GC088D
1076,Dell,Inspiron 3567
1077,Dell,Inspiron 5567
1079,MSI,GS63VR 6RF
1080,Dell,XPS 13
1081,Asus,ROG G701VO
1082,Dell,Inspiron 5368
1083,Dell,Alienware 15
1084,Apple,"MacBook 12"""
1085,Dell,Latitude 3570
1086,HP,ProBook 650
1087,HP,EliteBook 820
1088,HP,ProBook 430
1089,Lenovo,ThinkPad Yoga
1090,Lenovo,IdeaPad 300-17ISK
1091,Lenovo,Ideapad 700-15ISK
1092,MSI,GT72VR Dominator
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10)
1094,HP,Probook 650
1095,Lenovo,Yoga 900S-12ISK
1096,Lenovo,IdeaPad Y900-17ISK
1097,Lenovo,Yoga Book
1098,HP,Spectre x360
1099,Dell,Vostro 3568
1100,HP,EliteBook 840
1101,HP,ZBook 15u
1102,Lenovo,ThinkPad T460
1103,HP,Chromebook 13
1104,Acer,Aspire ES1-523
1105,Dell,Inspiron 3552
1106,HP,250 G6
1107,Asus,Rog GL702VM-GC354T
1108,Dell,Inspiron 5370
1109,HP,Elitebook 820
1110,Acer,Aspire F5-573G
1111,Dell,Inspiron 5567
1112,MSI,GS70 Stealth
1113,HP,250 G5
1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB
1115,Dell,Latitude E5270
1116,Dell,Latitude E5270
1117,Acer,Chromebook 15
1118,HP,ZBook 17
1119,Lenovo,Legion Y520-15IKBN
1120,Dell,Latitude E5270
1121,MSI,GE72 Apache
1122,Lenovo,Yoga 500-15ISK
1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10)
1124,Asus,Rog GL552VW-CN470T
1125,HP,EliteBook 1030
1126,Dell,Vostro 3559
1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10)
1128,HP,Spectre Pro
1129,Lenovo,Yoga Book
1130,Dell,XPS 13
1131,Lenovo,IdeaPad Y900-17ISK
1132,Razer,Blade Stealth
1133,Toshiba,Portege X30-D-10K
1134,Asus,Rog GL752VW-T4308T
1135,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10)
1136,HP,Spectre Pro
1137,HP,EliteBook 1040
1138,Dell,Latitude E5570
1139,Asus,VivoBook Max
1140,Lenovo,ThinkPad Yoga
1141,Lenovo,Yoga Book
1142,HP,EliteBook 820
1143,Lenovo,Legion Y520-15IKBN
1144,HP,Omen -
1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10)
1146,Lenovo,ThinkPad P40
1147,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10)
1148,HP,250 G6
1149,Acer,Aspire E5-576G
1150,Lenovo,IdeaPad 500-15ISK
1151,HP,ZBook 17
1153,Dell,Inspiron 5567
1154,MSI,GT72S Dominator
1155,HP,EliteBook 850
1156,Lenovo,ThinkPad X1
1157,MSI,GP62M 7RDX
1160,HP,Spectre Pro
1161,HP,ZBook 15
1162,HP,Spectre Pro
1163,HP,ZBook Studio
1164,HP,EliteBook 820
1165,Dell,Vostro 5568
1166,HP,EliteBook 850
1167,Lenovo,ThinkPad X1
1168,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No
1169,HP,15-BA015wm (E2-7110/4GB/500GB/W10)
1170,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon
1171,Dell,Inspiron 7567
1172,Dell,XPS 15
1173,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon
1174,MSI,GP72M 7REX
1175,Lenovo,ThinkPad T460s
1176,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon
1177,HP,Spectre Pro
1178,Lenovo,ThinkPad T460
1179,MSI,GS40 Phantom
1180,HP,Pavilion 15-cb003nv
1181,Lenovo,IdeaPad 310-15ISK
1182,HP,250 G4
1183,Dell,Inspiron 7567
1184,Lenovo,ThinkPad T570
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce
1186,HP,Stream 14-AX000nv
1187,MSI,PL60 7RD
1188,HP,250 G5
1189,HP,ProBook 450
1190,Asus,X553SA-XX021T (N3050/4GB/500GB/W10)
1191,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No
1192,Lenovo,IdeaPad 510-15IKB
1193,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10)
1194,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7)
1195,Lenovo,IdeaPad Y700-15ISK
1196,MSI,GS60 Ghost
1197,HP,ProBook 450
1198,Lenovo,ThinkPad X1
1199,Lenovo,IdeaPad 310-15IKB
1200,Dell,Vostro 5568
1201,Acer,Aspire 3
1202,HP,Pavilion 15-BC000nv
1203,Asus,Rog GL552VW-DM201T
1204,Dell,Inspiron 5578
1205,Acer,Aspire E5-576G
1206,Dell,XPS 13
1207,Acer,Predator G9-793
1208,Lenovo,Legion Y520-15IKBN
1209,Samsung,Chromebook Plus
1210,HP,250 G6
1211,Apple,"MacBook 12"""
1212,Dell,Inspiron 7378
1213,HP,Pavilion Power
1214,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon
1215,Asus,Rog G752VY-GC229T
1216,Acer,Aspire 3
1217,MSI,GS73VR 7RF
1218,Dell,Inspiron 5567
1219,Lenovo,IdeaPad 310-15ISK
1220,Dell,Inspiron 5579
1221,Dell,XPS 13
1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce
1223,Dell,Inspiron 5567
1224,HP,15-bs025nv (i5-7200U/8GB/256GB/W10)
1225,Lenovo,IdeaPad 320-15AST
1226,Acer,Aspire E5-774G
1227,Asus,Rog Strix
1228,Apple,"MacBook 12"""
1229,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB
1230,MSI,GS73VR Stealth
1231,Dell,Inspiron 7579
1232,Asus,ROG Strix
1233,Acer,C740-C9QX (3205U/2GB/32GB/Chrome
1234,Acer,E5 774G
1235,Lenovo,IdeaPad 320-17IKB
1236,Lenovo,IdeaPad Y700-15ISK
1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10)
1238,Lenovo,Thinkpad T560
1239,MSI,GP62MVR 6RF
1240,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon
1241,Dell,Latitude E7270
1242,Dell,Inspiron 5578
1243,Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10)
1244,Dell,XPS 13
1245,Dell,Vostro 3568
1246,Lenovo,IdeaPad Y700-15ISK
1247,MSI,GL62M 7RDX
1248,Lenovo,ThinkPad Yoga
1249,Razer,Blade Pro
1250,Dell,Inspiron 3567
1251,MSI,GE72VR Apache
1252,Apple,MacBook Air
1253,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10)
1254,HP,EliteBook 840
1255,Dell,Vostro 3559
1256,MSI,GL62 6QF
1257,Lenovo,ThinkPad 13
1258,Lenovo,IdeaPad 320-15ABR
1259,Asus,ZenBook UX310UA-WB71
1260,Acer,Aspire ES1-572
1261,Dell,Inspiron 7779
1262,HP,EliteBook 840
1263,Asus,Rog GL553VE-FY052T
1264,Dell,Latitude 5480
1265,Asus,Rog GL502VS
1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No
1267,Dell,XPS 13
1268,Dell,Inspiron 3552
1269,HP,255 G6
1270,Lenovo,IdeaPad 310-15ISK
1271,Lenovo,ThinkPad L460
1272,Dell,Inspiron 3552
1273,Asus,X541NA-GO020T (N3350/4GB/1TB/W10)
1274,Asus,Rog G752VT-GC073T
1275,Dell,Vostro 3568
1276,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon
1277,MSI,GE62 Apache
1278,Lenovo,Yoga 500-14IBD
1279,Asus,ZenBook UX305CA-UBM1
1280,Dell,Inspiron 3567
1281,Acer,Aspire ES1-531
1282,Dell,Inspiron 3552
1283,Lenovo,IdeaPad Y700-15ISK
1284,HP,Pavilion 15-AW003nv
1285,Dell,Inspiron 3567
1286,HP,Stream 11-Y000na
1287,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce
1288,Lenovo,Yoga 500-14ISK
1289,Lenovo,Yoga 900-13ISK
1290,Lenovo,IdeaPad 100S-14IBR
1291,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon
1292,Asus,X553SA-XX031T (N3050/4GB/500GB/W10)
1293,Asus,ZenBook UX305CA-UBM1
1294,Dell,Inspiron 3567
1295,Acer,Aspire ES1-531
1296,Dell,Inspiron 3552
1297,Lenovo,IdeaPad Y700-15ISK
1298,HP,Pavilion 15-AW003nv
1299,Dell,Inspiron 3567
1300,HP,Stream 11-Y000na
1301,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce
1302,Lenovo,Yoga 500-14ISK
1303,Lenovo,Yoga 900-13ISK
1304,Lenovo,IdeaPad 100S-14IBR
1305,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon
1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10)
1307,Asus,ZenBook UX305CA-UBM1
1308,Dell,Inspiron 3567
1309,Acer,Aspire ES1-531
1310,Dell,Inspiron 3552
1311,Lenovo,IdeaPad Y700-15ISK
1312,HP,Pavilion 15-AW003nv
1313,Dell,Inspiron 3567
1314,HP,Stream 11-Y000na
1315,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce
1316,Lenovo,Yoga 500-14ISK
1317,Lenovo,Yoga 900-13ISK
1318,Lenovo,IdeaPad 100S-14IBR
1319,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon
1320,Asus,X553SA-XX031T (N3050/4GB/500GB/W10)
